exam_year,exam_session,exam_course,question_number,content,answer,explanation,subject
2024,52,1교시,46,"다음에서 설명하는 물리적 인자치료는? • 물 마사지효과 및 기계적 자극을 제공 • 침수한 신체부위를 물의 순환움직임으로 치료 • 화상, 궤양, 괴사조직 제거, 유착 감소, 석고붕대 제거 후에 적용 ① 반신욕 ② 마찰욕 ③ 교대욕 ④ 증기욕 ⑤ 소용돌이욕",⑤ 소용돌이욕,"수치료(Hydrotherapy) 종류 문제
물 마사지 / 기계적 자극: 소용돌이(Turbine) 핵심 효과
순환움직임: 소용돌이욕(Whirlpool) 정의
적응증: 화상/궤양의 괴사조직 제거(Debridement) 유착 방지",물리적 인자치료 (Hydrotherapy)
2024,52,1교시,47,"따뜻한 물에서 수중호흡운동, 아코디언동작, 다리회전동작을 통해 신체적 이완 및 안정감 유도가 목적인 수중운동치료기법은? ① 와츠 ② 할리윅 ③ 아이치 ④ 바드라가즈링 ⑤ 수중PNF운동",① 와츠,"수중운동치료(Aquatic therapy) 기법
와츠 (Watsu): Water + Shiatsu(지압). 따뜻한 물(34℃)
치료사가 환자를 안고(부유) 부드러운 움직임 스트레칭 지압 적용
목적: 신체 이완 안정감
아코디언동작 다리회전 등은 와츠의 특정 동작",수중치료
2024,52,1교시,48,"허리와 엉치 부위의 굽힘, 폄, 가쪽굽힘을 제한하는 보조기는? ① 윌리암 보조기 ② 체어백 보조기 ③ 테일러 보조기 ④ 쥬엣 보조기 ⑤ 나이트 보조기",⑤ 나이트 보조기,"척추 보조기(Spinal orthosis) 종류
LSO (허리엉치보조기):
윌리암 (Williams): 폄(Extension) 제한 (굽힘 허용)
나이트 (Knight): 굽힘, 폄, 가쪽굽힘 모두 제한 (회전은 일부 허용)
체어백 (Chair-back): 굽힘, 폄 제한 (가쪽굽힘은 일부 허용)
TLSO (등허리엉치보조기):
테일러 (Taylor): 굽힘, 폄 제한
쥬엣 (Jewett): 굽힘(Flexion) 제한 (과다폄 유도)",보조기 (Orthotics)
2024,52,1교시,49,다음에서 설명하는 아래팔 의지소켓은? • 매우짧은 잘린끝에 사용함 • 근력이 약하거나 관절운동범위 제한 시 비효율적임 • 스텝업 경첩 팔꿉관절장치를 통해 2:1 비율로 작동함 ① 분리형 소켓 ② 재래식 소켓 ③ 삽입형 소켓 ④ 흡착식 소켓 ⑤ 노스웨스턴 소켓,① 분리형 소켓,"아래팔 의지(Below-elbow prosthesis) 소켓
분리형 소켓 (Split socket): 매우 짧은 아래팔(Very short BE) 절단단에 사용
팔꿉관절 굽힘 각도가 부족할 때 사용
스텝업 경첩 (Step-up hinge): 기어(Gear) 원리 이용
절단단의 1도 움직임을 의지 2도 움직임으로 증폭 (2:1 비율)
단점: 근력이 많이 필요하고 조절이 어려움",의지 (Prosthetics)
2024,52,1교시,50,"다음에서 설명하는 보조도구는? • 평행봉 다음 단계에서 사용함 • 평지에서 유용하며 계단에서는 안정성이 적어 사용하기 어려움 • 양쪽 팔을 모두 사용해야 하며, 손잡이를 잡았을 때 팔꿉관절 굽힘각도는 20~30°임 ① 목발 ② 휠체어 ③ 보행기 ④ 지팡이 ⑤ 스트레처",③ 보행기,"보행 보조도구(Gait aids) 문제
평행봉 다음 단계: 안정성이 가장 높은 보행기(Walker)
계단 사용 어려움: 보행기의 대표적 단점
양쪽 팔 모두 사용: 보행기 특징
팔꿉관절 20~30° 굽힘: 모든 보행 보조도구의 표준 맞춤 각도",보조도구 (Assistive device)
2024,52,1교시,51,공중보건사업의 최소단위는? ① 개인 ② 가족 ③ 국가 ④ 지역사회 ⑤ 지방자치단체,④ 지역사회,공중보건(Public Health)의 정의 공중보건사업은 개인이나 가족이 아닌 '지역사회'(Community) 전체의 건강을 다루는 것 따라서 사업의 대상이자 최소 단위는 지역사회,공중보건학
2024,52,1교시,52,인구집단을 대상으로 질병의 발생분포나 경향을 알기 위해 사실적 현상 그대로를 조사하는 1단계 역학은? ① 기술역학 ② 분석역학 ③ 실험역학 ④ 이론역학 ⑤ 작전역학,① 기술역학,역학(Epidemiology)의 단계 핵심: '발생분포' '경향' '사실적 현상 그대로' '1단계' 이는 기술역학(Descriptive epidemiology)의 정의 기술역학은 '누가 언제 어디서' 질병에 걸렸는지 기술 분석역학은 '왜'(원인)를 밝히는 2단계,공중보건학 (역학)
2024,52,1교시,53,감수성 지수가 가장 높은 감염병은? ① 홍역 ② 폴리오 ③ 장티푸스 ④ 파라티푸스 ⑤ 세균성이질,① 홍역,감수성 지수: 면역이 없는 사람이 특정 감염병에 노출 시 감염될 확률 홍역(Measles)은 감수성 지수가 95% 이상으로 매우 높아 전염력이 가장 강한 질환 중 하나,공중보건학 (감염병)
2024,52,1교시,54,병원체가 소화기계로 침입되는 감염병은? ① 풍진 ② 수두 ③ 콜레라 ④ 디프테리아 ⑤ 유행성 이하선염,③ 콜레라,감염 경로 문제 핵심: 소화기계 침입 (경구 감염) 콜레라(Cholera)는 오염된 물이나 음식 섭취로 감염되는 대표적 수인성/소화기계 감염병 ①②④⑤ (풍진 수두 디프테리아 이하선염) 등은 주로 호흡기계로 침입,공중보건학 (감염병)
2024,52,1교시,55,구충·구서의 원칙에서 가장 효과적이고 근본적인 대책은? ① 성충의 구제 ② 발생후기에 구제 ③ 발생원 및 서식처 제거 ④ 국소적 범위에서 구제 실시 ⑤ 지역별로 산발적으로 구제 실시,③ 발생원 및 서식처 제거,구충 구서 (해충 및 쥐 방제) 원칙 핵심: '가장 효과적이고 근본적인 대책' 이는 환경위생 개선을 통한 '발생원 및 서식처 제거' 성충 구제(살충제)는 임시적 대책,공중보건학 (환경보건)
2024,52,1교시,56,어류의 생존에 필요한 용존산소량(DO)의 최소 기준은? ① 0.01 ppm ② 0.1 ppm ③ 0.5 ppm ④ 1.0 ppm ⑤ 5.0 ppm,⑤ 5.0 ppm,"용존산소량(DO, Dissolved Oxygen)은 물의 오염 지표 깨끗한 물일수록 DO가 높음 (약 7-10 ppm) DO 5.0 ppm 이하는 오염 시작 일반적으로 어류 생존을 위한 최소한의 기준으로 5.0 ppm을 요구",공중보건학 (환경보건)
2024,52,1교시,57,인구 억제책으로 피임에 의한 산아조절을 주장한 인구론은? ① 캐넌인구론 ② 적정인구론 ③ 안정인구론 ④ 지속인구론 ⑤ 신맬서스(신말더스)주의,⑤ 신맬서스(신말더스)주의,인구론 비교 맬서스(Malthus)주의: 인구는 기하급수적 식량은 산술급수적 증가 주장 (필연적 빈곤) 신맬서스주의 (Neo-Malthusianism): 맬서스 이론 계승. 인구 억제책으로 '피임' 등 산아조절을 적극 주장,공중보건학 (인구보건)
2024,52,1교시,58,"회의에 참석자가 많은 경우, 몇 개의 소그룹으로 나누어 토의하고 다시 전체 회의에서 발표하는 방법은? ① 세미나 ② 심포지엄 ③ 사례연구 ④ 분단토의 ⑤ 배심토의",④ 분단토의,보건교육 회의 방법 핵심: '참석자 많음' '소그룹 나누어 토의' '전체 회의 발표' 이는 분단토의(Buzz session)의 전형적인 방식 (일명 와글와글 학습),공중보건학 (보건교육)
2024,52,1교시,59,성공적인 공중보건사업을 위한 가장 중요한 요소는? ① 위생해충 관리 ② 보건교육 활동 ③ 보건법규의 완화 ④ 의료기관의 확대 ⑤ 행정적 규제의 완화,② 보건교육 활동,공중보건사업 성공 요소 공중보건은 지역사회 주민의 자발적 참여가 필수적 주민의 지식 태도 행동 변화를 유도하는 '보건교육 활동'이 사업 성공의 가장 중요한 요소,공중보건학
2024,52,1교시,60,영유아기에 신체계측을 통해 영양상태를 평가하는 지수는? ① 로허(Rohrer)지수 ② 동태지수 ③ 생활활동지수 ④ 카우프(Kaup)지수 ⑤ 브로카(Broca) 지수,④ 카우프(Kaup)지수,영양상태 평가 지수 핵심: '영유아기' '신체계측' 카우프(Kaup) 지수: 영유아 비만도 판정 (체중(g) / 신장(cm)² × 10) 로허(Rohrer) 지수: 학동기 아동 비만도 (체중(kg) / 신장(m)³ × 10) 브로카(Broca) 지수: 성인 표준체중,공중보건학 (모자보건)
2024,52,1교시,61,물리치료 측정 및 평가의 원리로 옳은 것은? ① 저항운동 수동운동 능동운동 순으로 평가한다 ② 신뢰성을 확보하기 위해 제3의 평가자가 재평가한다 ③ 수집한 내용은 문자 기호 숫자 그림 등으로 기록한다 ④ 손상 측을 먼저 평가하고 비손상 측을 나중에 평가한다 ⑤ 정확하게 평가하기 위해 움직이는 상태에서는 관찰하지 않는다,③ 수집한 내용은 문자 기호 숫자 그림 등으로 기록한다,물리치료 평가 기본 원칙 ① 순서: 능동운동 → 수동운동 → 저항운동 순서 ② 신뢰성(Reliability): 동일 평가자가 반복(검사자내) 또는 다른 평가자(검사자간)가 측정. 재평가 목적은 경과 확인 ④ 순서: 비손상 측(정상 측) 먼저 평가 후 손상 측 평가 (기준치 확보 및 환자 안심) ⑤ 관찰: 정적 자세뿐 아니라 움직이는 상태(동적)에서도 반드시 관찰 (예: 보행분석),물리치료 진단평가
2024,52,1교시,62,관절의 운동과 각도계의 운동팔 배치가 옳게 연결된 것은? ① 목 돌림-코끝을 따라 평행 ② 무릎관절 폄-정강뼈 정중선과 평행 ③ 손목관절 노쪽치우침-둘째 손허리뼈 정중선과 평행 ④ 엉덩관절 모음-양쪽 위앞엉덩뼈가시를 잇는 가상의 선과 평행 ⑤ 노자관절 엎침-손바닥쪽 자뼈붓돌기와 노뼈붓돌기를 잇는 가상의 선과 평행,① 목 돌림-코끝을 따라 평행,관절가동범위(ROM) 각도계(Goniometer) 측정 방법 ① 목 돌림: 축(Axis)은 머리 정수리 운동팔(Moving arm)은 코끝을 따라 평행하게 정렬 ③ 손목 노쪽치우침: 운동팔은 둘째가 아닌 셋째 손허리뼈(3rd metacarpal) ④ 엉덩관절 모음: 고정팔이 양쪽 ASIS 잇는 선 운동팔은 넙다리뼈(Femur) 정중선,물리치료 진단평가 (관절가동범위)
2024,52,1교시,63,무릎관절 굽힘에 대한 수동운동 검사의 마지막 범위에서 뼈와 뼈가 맞닿는 끝느낌을 받을 때 예상할 수 있는 것은? ① 윤활막염 ② 뼈곁돌기 형성 ③ 반달 열상 ④ 연부조직 부종 ⑤ 손상 후 보호성 연축,② 뼈곁돌기 형성,관절 끝느낌(End-feel) 평가 정상 무릎 굽힘 끝느낌: 연부조직 접근 (Soft tissue approximation) 문제 상황: '뼈와 뼈가 맞닿는 느낌' (Hard end-feel) 정상 범위보다 이른 시점의 딱딱한(Hard) 끝느낌은 비정상 원인: 관절내 유리체 뼈곁돌기(Osteophyte) 형성 골절 등,물리치료 진단평가
2024,52,1교시,64,뒤통수이마근 맨손 근력 검사를 하기 위해 이마에 수평 주름을 짓도록 지시했을 때 눈썹이 미세하게 움직였다. 평가 등급은? ① 정상 ② 기능적 ③ 기능적이지만 약함 ④ 기능적이지 못함 ⑤ 영,④ 기능적이지 못함,안면신경(얼굴신경) 근력검사 (켄달 기능 등급) 뒤통수이마근(Occipitofrontalis) 검사 (이마 주름) Poor (P) 등급: 완전한 이마 주름을 만들지 못하고 부분적인 움직임만 가능한 상태 Trace (T) 등급: 근육 수축이 촉진되나 가시적 움직임이 없는 상태 '미세한 움직임'을 완전한 운동(주름)을 못한 '부분적 움직임'(Poor)으로 해석 Poor 등급은 '기능적이지 못함'에 해당,물리치료 진단평가 (MMT)
2024,52,1교시,65,맨손 근력 검사에서 어깨관절 폄의 '가' 등급 자세와 같은 자세는? ① 발목관절 발바닥굽힘 '가' 등급 자세 ② 무릎관절 굽힘 '가' 등급 자세 ③ 엉덩관절 모음 '가' 등급 자세 ④ 어깨관절 벌림 '가' 등급 자세 ⑤ 어깨관절 굽힘 '가' 등급 자세,① 발목관절 발바닥굽힘 '가' 등급 자세,"MMT 자세 비교 (출제 오류 가능성 있음) 문제에서 '가' 등급(Fair, 3)을 물었으나 , 답안 ① 기준 시 '수' 등급(Poor, 2) 자세 비교로 추정됨 어깨관절 폄 '수' 등급 (Poor/2) 자세: 옆으로 누운 자세(Sidelying) 발목관절 발바닥굽힘 '수' 등급 (Poor/2) 자세: 옆으로 누운 자세(Sidelying) (참고: '가' 등급(Fair/3) 기준 시 어깨 폄 과 무릎 굽힘 모두 엎드린 자세(Prone)로 ②가 정답이 되어야 함)",물리치료 진단평가 (MMT)
2024,52,1교시,66,아킬레스힘줄반사 저하와 발 가쪽면에서의 감각손상을 보이는 환자의 근력이 약화되는 움직임은? ① 무릎관절 폄 ② 발목관절 가쪽번짐 ③ 발목관절 발등굽힘 ④ 발가락뼈사이관절 폄 ⑤ 엉덩관절 굽힘,② 발목관절 가쪽번짐,"신경뿌리(Nerve root) 병변 추정 문제 아킬레스힘줄반사 (Achilles reflex) 저하: S1 신경뿌리 발 가쪽면 감각손상: S1 신경뿌리 따라서 S1 신경뿌리(S1 Radiculopathy)가 지배하는 근육의 약화 S1 지배근: 장딴지근(Gastrocnemius), 종아리근(Peroneus longus/brevis) 등 S1 약화 시: 발목관절 발바닥굽힘(Plantarflexion) 및 가쪽번짐(Eversion) 약화",물리치료 진단평가 (신경계)
2024,52,1교시,67,피부 위에 숫자나 글자를 쓰는 자극을 인식하는 복합 감각은? ① 도서 감각 ② 입체 감각 ③ 진동 감각 ④ 통증 감각 ⑤ 고유 감각,① 도서 감각,복합감각(Cortical sensation) 검사 용어 도서 감각 (Graphesthesia): 피부 위에 쓴 글자나 숫자를 인식하는 능력 ② 입체 감각 (Stereognosis): 눈 감고 물건 만져서 알아맞히는 능력 ③④⑤: 기본 감각 또는 심부 감각,물리치료 진단평가 (신경계)
2024,52,1교시,68,갈비사이근과 앞쪽 가슴근이 늘어나고 가슴우리 앞뒤 직경이 증가되어 호흡곤란이 발생하는 비정상 자세는? ① 둥근등 ② 편평등 ③ 새가슴 ④ 술통가슴 ⑤ 오목가슴,④ 술통가슴,비정상 가슴우리 모양 핵심: '가슴우리 앞뒤 직경 증가' 이는 폐공기증(Emphysema) 등 만성폐쇄성폐질환(COPD) 환자에게서 특징적으로 나타남 공기가 폐에 갇혀(Air trapping) 가슴우리가 들숨 상태로 고정 가슴우리가 술통(Barrel)처럼 둥글게 변함 (AP diameter 증가) 갈비사이근 등 호흡근은 과다하게 늘어난(과팽창) 상태,물리치료 진단평가 (심폐계)
2024,52,1교시,69,중뇌의 흑색질이 퇴행되어 고릴라자세와 가속보행이 나타나는 환자에게 시행하는 평가 도구는? ① 라파포트 장애등급척도 ② 국제협력실조 평가척도 ③ 수정된 Schwab과 England의 ADL 평가척도 ④ 통합된 헌팅톤병 평가척도 ⑤ 근육위축가쪽경화증 기능평가척도,③ 수정된 Schwab과 England의 ADL 평가척도,질환별 평가도구 핵심 질환: '중뇌 흑색질 퇴행' '고릴라자세(굽은자세)' '가속보행' 이는 파킨슨병(Parkinson's Disease)의 특징 보기 중 파킨슨병 환자의 일상생활동작(ADL) 수행 능력을 평가하는 대표적 도구가 ③ Schwab and England ADL scale ② ICARS (실조증) ④ UHDRS (헌팅톤병) ⑤ ALSFRS (ALS),물리치료 진단평가 (신경계)
2024,52,1교시,70,검사자는 한 손으로 환자의 어깨뼈를 고정하고 다른 손으로는 손목을 잡고 안쪽돌림시킨 후 어깨면에서 최대로 들어 올렸을 때 어깨 부위에 통증을 호소하였다. 예상할 수 있는 것은? ① 가슴문 증후군 ② 어깨 충돌증후군 ③ 오목테두리 파열 ④ 가로위팔인대 파열 ⑤ 오목위팔관절 탈구,② 어깨 충돌증후군,어깨관절 특수검사(Special test) 검사 설명: 어깨 안쪽돌림(Internal rotation) + 수동적 굽힘(Passive flexion/elevation) 이는 어깨 충돌증후군(Impingement)을 검사하는 니어 검사(Neer test)와 유사한 동작 이 동작은 위팔뼈 큰결절과 부리봉우리활(어깨뼈봉우리) 사이 공간을 좁혀 충돌 유발,물리치료 진단평가 (근골격계)
2024,52,1교시,71,환자의 어깨에서 계단모양의 변형이 있을 때 예상할 수 있는 것은? ① 가시위근 힘줄염 ② 오목테두리 파열 ③ 어깨세모근 마비 ④ 봉우리빗장인대 파열 ⑤ 위팔두갈래근 힘줄염,④ 봉우리빗장인대 파열,어깨 특수검사 및 징후 '계단모양 변형' (Step deformity) 이는 봉우리(Acromion)와 빗장뼈(Clavicle) 사이가 분리되어 빗장뼈가 위로 튀어 오르는 것 봉우리빗장관절(AC joint) 손상 즉 봉우리빗장인대 파열의 대표적 징후,물리치료 진단평가 (근골격계)
2024,52,1교시,72,손허리손가락관절의 폄과 굽힘 위치 모두에서 몸쪽손가락뼈사이관절의 굽힘에 제한이 있다면 예상할 수 있는 것은? ① 곁인대 파열 ② 반달뼈 탈구 ③ 벌레근 단축 ④ 관절주머니 구축 ⑤ 깊은손가락굽힘근힘줄 파열,④ 관절주머니 구축,"손가락 관절 구축 검사 (Bunnell-Littler test)
벌레근 단축: MCP 폄 시 PIP 굽힘 제한 / MCP 굽힘 시 PIP 굽힘 가능
문제: MCP 폄과 굽힘 모두에서 PIP 굽힘 제한
이는 근육(벌레근) 문제가 아닌 관절 자체의 문제
즉 몸쪽손가락뼈사이관절(PIP)의 관절주머니 구축(Capsular tightness)을 의미",물리치료 진단평가 (근골격계)
2024,52,1교시,73,넷째 손가락 안쪽 절반 부위와 새끼손가락 손바닥 쪽이 저린 환자에게 적용해야 할 검사는? ① 코젠 검사 ② 팔렌 검사 ③ 머피 징후 검사 ④ 핀켈스타인 검사 ⑤ 팔꿉관절굽힘 검사,⑤ 팔꿉관절굽힘 검사,"신경 포착 검사
저림 부위: 넷째 손가락 안쪽(1/2) + 새끼손가락
이는 자신경(Ulnar nerve)의 감각 영역
자신경 포착(팔꿈치굴 증후군)을 검사하는 방법이 팔꿉관절굽힘 검사(Elbow flexion test)
① 코젠: 가쪽위관절융기염(정중신경) ② 팔렌: 손목굴증후군(정중신경) ④ 핀켈스타인: 드퀘르벵(노신경)",물리치료 진단평가 (근골격계)
2024,52,1교시,74,검사자가 환자의 무릎을 편 채 엉덩관절을 60° 정도 굽혔더니 환자가 통증을 호소하여 무릎을 약 20° 정도 굽힌 후 오금부위를 압박하였더니 통증이 재현되었다. 실시한 검사는? ① 후버 검사 ② 활시위 검사 ③ 슬럼프 검사 ④ 발살바 검사 ⑤ 넙다리신경 당김 검사,② 활시위 검사,"궁둥신경(좌골신경) 압박 검사
1단계 (SLR): 뻗은다리올림(SLR) 시 통증 (Lasegue's sign)
2단계 (무릎 굽힘): 무릎 굽혀 통증 감소 확인
3단계 (압박): 오금(Popliteal fossa) 부위 궁둥신경 압박 시 통증 재현
이는 활시위 검사(Bowstring test)의 정확한 절차",물리치료 진단평가 (근골격계)
2024,52,1교시,75,등·허리뼈에서 왼쪽으로 볼록한 C자 형태의 구조적 척추옆굽음증 환자에 관한 설명으로 옳은 것은? ① 왼쪽 몸통과 팔의 거리가 멀어져 있다 ② 척추뼈 몸통은 왼쪽으로 돌림되어 있다 ③ 오른쪽 갈비뼈가 뒤로 돌출되어 있다 ④ 오른쪽 어깨뼈가 위쪽돌림되어 있다 ⑤ 오른쪽 어깨가 높아져 있다,② 척추뼈 몸통은 왼쪽으로 돌림되어 있다,"척추옆굽음증(Scoliosis) 특징
왼쪽 볼록 C자 (Left convex): 가쪽굽힘(Lateral flexion) 방향이 왼쪽
척추뼈 몸통 돌림: 돌림(Rotation)은 항상 볼록한 쪽(Convex side)으로 발생 (왼쪽 돌림)
갈비뼈 돌출 (Rib hump): 돌림된 쪽(왼쪽)의 뒤쪽 갈비뼈가 돌출됨 (③ 반대)
어깨 높이: 볼록한 쪽(왼쪽) 어깨가 높아짐 (⑤ 반대)",물리치료 진단평가 (자세분석)
2024,52,1교시,76,검사자가 검사 즉 다리를 위로 한 채 옆으로 누워 있는 환자의 골반을 고정하고 수동적으로 무릎 펌과 엉덩관절 벌림시킨 후 손을 떼었더니 다리가 내려가지 않고 유지되었다면 단축된 근육은? ① 두덩정강근 ② 넙다리뒤근 ③ 엉덩허리근 ④ 넙다리곧은근 ⑤ 넙다리근막긴장근,⑤ 넙다리근막긴장근,"엉덩정강근막띠(IT band) 단축 검사
검사 자세: 오버 검사(Ober test) 설명
양성 반응: 다리가 내려가지 않고 벌림(Abduction) 상태 유지
의미: 넙다리근막긴장근(TFL) 및 엉덩정강근막띠(IT band)의 단축(Tightness)",물리치료 진단평가 (근골격계)
2024,52,1교시,77,엉치엉덩관절 병변이나 엉덩관절 병변 또는 L4 신경뿌리 병변을 확인하는 검사는? ① 질렛 검사 ② 엘라이 검사 ③ 갠슬렌 검사 ④ 피에달루 검사 ⑤ 플라밍고 검사,③ 갠슬렌 검사,"엉치엉덩관절(SI joint) 감별진단
갠슬렌 검사 (Gaenslen test): 한쪽 다리는 최대 굽힘 반대쪽 다리는 폄 시켜 엉치엉덩관절에 비트는 힘(Shear stress) 가함
엉치엉덩관절 병변 엉덩관절 병변 L4 신경 문제 감별에 사용",물리치료 진단평가 (근골격계)
2024,52,1교시,78,검사자가 검사 측 무릎을 완전히 굽힌 상태로 바로누운 환자의 정강뼈를 안쪽돌림한 후 무릎을 폈더니 환자의 무릎에서 딸깍거리는 소리와 함께 통증을 호소하였다. 손상된 구조물은? ① 가쪽반달 ② 안쪽반달 ③ 뒤십자인대 ④ 무릎뼈연골 ⑤ 앞십자인대,① 가쪽반달,"반달(Meniscus) 손상 검사 (McMurray test)
정강뼈 안쪽돌림(Internal rotation) + 무릎 폄: 가쪽반달(Lateral meniscus) 검사
정강뼈 가쪽돌림(External rotation) + 무릎 폄: 안쪽반달(Medial meniscus) 검사
문제에서 '안쪽돌림' 후 '폄' 시켰으므로 가쪽반달 손상",물리치료 진단평가 (근골격계)
2024,52,1교시,79,정강뼈의 피로골절이나 정강종아리관절의 인대결합 손상을 알아보는 검사는? ① 호파 검사 ② 톰슨 검사 ③ 뒤센느 검사 ④ 발목관절 앞끌기 검사 ⑤ 발뒤꿈치 주먹치기 검사,⑤ 발뒤꿈치 주먹치기 검사,"골절 및 인대결합 손상 검사
발뒤꿈치 주먹치기 (Heel thump test) / 압착 검사 (Squeeze test):
발목을 중립 위치에서 발뒤꿈치를 치거나(Thump) 정강뼈와 종아리뼈를 압착(Squeeze)
이때 통증이 발생하면 정강뼈 피로골절(Stress fracture)이나 먼쪽 정강종아리 인대결합(Syndesmosis) 손상 의심",물리치료 진단평가 (근골격계)
2024,52,1교시,80,다음 검사 결과에 해당하는 완전 척수손상 환자의 신경학적 손상 수준은? • 앉은자세에서 엉덩이 들기가 가능하며 셋째 손가락에 감각이 있다 • 보조도구를 이용한 옷 입고 벗기가 가능하고 독립적 식사활동과 손조절용 장애인 자동차 운전이 가능하다 ① C7 ② C6 ③ C5 ④ C4 ⑤ C3,① C7,"척수손상 레벨 기능
C6: 셋째 손가락 감각 없음. 손목 폄(Wrist extension) 가능 (힘줄고정술 Tenodesis grip)
C7: 셋째 손가락 감각(C7 피부 분절). 팔꿉관절 폄(Elbow extension) 가능 (위팔세갈래근 Triceps)
**'엉덩이 들기'(체중 이동)**는 C7 레벨에서 활성화된 위팔세갈래근으로 밀어내는 동작이 가능해야 함
'독립적 식사' '손조절 운전' 등은 C7의 기능 수준",물리치료 진단평가 (신경계)
2024,52,1교시,81,L4~5 수준 완전 척수손상 환자가 잔존기능으로 수행할 수 있는 최종적인 이동 능력은? ① 표준휠체어 독립적인 사용 ② 발목발보조기를 착용한 목발보행 ③ 보조기를 착용하지 않는 정상보행 ④ 조이스틱 전동휠체어 독립적인 사용 ⑤ 무릎발목발보조기를 착용한 목발보행,② 발목발보조기를 착용한 목발보행,"척수손상 레벨 보행
L4: 무릎 폄(Knee extension) 가능 (넙다리네갈래근)
L5: 발목 발등굽힘(Dorsiflexion) 가능 (앞정강근)
엉덩관절 폄(Hip extension) 근육(큰볼기근 S1)과 발목 발바닥굽힘(Plantarflexion) 근육(장딴지근 S1-2) 약화
따라서 보행 시 발목 처짐(Foot drop) 방지 및 안정성을 위해 발목발보조기(AFO) 필요
AFO와 목발(Crutch)을 이용하여 실내/짧은 거리 보행 가능",물리치료 진단평가 (신경계)
2024,52,1교시,82,급성 염증성 말초신경 말이집탈락으로 근력의 빠른 약화와 깊은힘줄반사 소실이 대칭적으로 발생하는 질환을 진단하기 위한 필수 소견은? ① 유전성으로 황새다리 변형이 나타난다 ② 운동실조와 운동 시 떨림이 나타난다 ③ 몸통보다 다리에서 증상이 먼저 시작된다 ④ 팔다리 근육의 약화와 해리성 감각상실이 나타난다 ⑤ 불수의적이고 불규칙한 빠른 반사적 움직임이 나타난다,③ 몸통보다 다리에서 증상이 먼저 시작된다,"질환 감별 진단
질환: 길랭-바레 증후군 (GBS) (급성 염증성 말이집탈락)
GBS 특징:
     상행성 마비: 다리(먼쪽)에서 증상이 시작되어 몸통(몸쪽)으로 빠르게 올라옴
     대칭적 근력 약화
     깊은힘줄반사 소실 (Areflexia)
① 황새다리: 샤르코-마리-투스 (CMT)
④ 해리성 감각상실: 척수물구멍증 (Syringomyelia)",물리치료 진단평가 (신경계)
2024,52,1교시,83,심각하게 흥분하고 고조된 반응을 보이며 공격적 상태인 외상성 뇌손상 환자의 란초로스 아미고스 인지기능 척도 수준은? ① 2단계 ② 4단계 ③ 6단계 ④ 8단계 ⑤ 10단계,② 4단계,"란초 로스 아미고스 척도 (RLAS)
4단계 (Level IV): 혼란-초조 단계 (Confused-Agitated)
환자는 매우 혼란스러우며 내외부 자극에 대해 '흥분' '공격적' 반응을 보임
안전에 대한 인식이 없고 주의집중이 매우 어려움",물리치료 진단평가 (신경계)
2024,52,1교시,84,뇌졸중 환자의 팔과 손의 기능을 평가하기 위해 17개 항목의 수행시간과 기능적 점수를 측정하는 평가도구는? ① 운동평가척도 ② 맨손기능 검사 ③ 울프 운동기능 검사 ④ 브룬스트롬 회복단계 ⑤ 퓨글-마이어 평가척도,③ 울프 운동기능 검사,"뇌졸중 상지 기능 평가도구
울프 운동기능 검사 (Wolf Motor Function Test, WMFT):
총 17개 항목 (15개 기능 + 2개 근력)
과제 '수행시간'과 '기능적 점수'(질)를 모두 측정하는 것이 핵심",물리치료 진단평가 (신경계)
2024,52,1교시,85,"운동의 방향, 범위, 힘 그리고 시간을 정확하게 조절하지 못하는 환자에게 적용해야 할 검사는? ① 시야 검사 ② 린네 검사 ③ 바르타 검사 ④ 온도눈떨림 검사 ⑤ 손가락맞대기 검사",⑤ 손가락맞대기 검사,"소뇌 기능 검사
증상: 운동측정곤란(Dysmetria) - 방향 범위 힘 시간 조절 실패
이는 소뇌(Cerebellum) 기능 저하로 인한 협응(Coordination) 장애
검사: 손가락코검사(Finger-to-nose) 손가락맞대기(Finger-to-finger) 등 협응 검사",물리치료 진단평가 (신경계)
2024,52,2교시,86,엉덩관절치환술 이후 엉덩관절의 모음과 가쪽돌림 근력이 약화된 환자의 말초신경 손상 유무를 확인하기 위한 감각검사 부위는? ① 볼기 가쪽 ② 넙다리 안쪽 ③ 종아리 안쪽 ④ 종아리 가쪽과 발등쪽 ⑤ 발의 가쪽 모서리와 발바닥쪽,② 넙다리 안쪽,"신경 손상 감별
엉덩관절 모음(Adduction) 약화: 모음근(Adductor) 그룹 약화
엉덩관절 가쪽돌림(External rotation) 약화: 가쪽돌림근 약화
이 근육들은 주로 폐쇄신경(Obturator nerve)의 지배를 받음
폐쇄신경 감각 영역: 넙다리 안쪽(Medial thigh)
엉덩관절치환술(THA) 시 폐쇄신경 손상 위험성 있음",물리치료 진단평가 (신경계)
